Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,Age Group,Salary Band,Experience Level,Employee Tenure Group,Attrition Percentage,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,Employee Risk Category
18,0,0.02358688693577304,10,3,411,4,0.15297536010896096,2,1,3,-1.12675969126874,-0.6449568853724008,1,12,3,1,0,0,2,3,0,0,0,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,,,,,0.0,Travel Rarely,Sales,Medical,Female,Sales Representative,Single,Low Risk
28,0,1.6697107679789092,16,2,412,2,0.10376884383758846,4,2,1,-0.17889242588615184,-1.3336074695775475,0,19,3,3,0,9,2,3,8,3,0,7,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,26-35,,Mid Level,Experienced Employee,0.0,Travel Rarely,Research & Development,Medical,Male,Healthcare Representative,Single,Low Risk
31,0,-1.4489998379732976,7,3,416,2,1.6783773645215088,4,2,4,0.0905305045117683,-0.29121535058783876,4,11,3,2,1,10,3,2,8,7,7,7,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,26-35,Low Salary,Mid Level,Experienced Employee,0.0,Travel Rarely,Sales,Technical Degree,Male,Sales Executive,Married,Medium Risk
39,0,0.8168996006915014,1,3,417,3,-0.8803614815898617,4,3,4,0.6608232057641482,-0.4737780258699787,0,17,3,1,3,19,5,2,18,10,3,7,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,36-45,Low Salary,Senior Level,Loyal Employee,0.0,Travel Rarely,Research & Development,Medical,Male,Healthcare Representative,Divorced,Medium Risk
36,0,0.7499638404683617,24,4,419,2,-0.9295679978612341,3,2,2,-0.17613020341361796,-1.0380498821115427,7,15,3,3,1,11,3,3,9,8,0,8,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,36-45,,Senior Level,Experienced Employee,0.0,Non-Travel,Research & Development,Life Sciences,Female,Laboratory Technician,Married,Low Risk
32,0,0.2566224966015182,7,3,420,4,1.235518718079156,2,2,3,-0.2165011472429593,0.3755108476711848,1,14,3,3,1,13,3,2,13,8,4,8,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,26-35,,Senior Level,Loyal Employee,0.0,Travel Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Medium Risk
38,0,0.11531366946377912,25,2,421,1,0.743453555365431,2,3,2,1.1809709452074515,1.7418498231084165,3,17,3,3,1,19,2,3,10,8,0,1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,36-45,Low Salary,Senior Level,Experienced Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Female,Research Director,Married,Low Risk
58,0,-1.0225942543295936,1,4,422,4,-1.6676657419318217,1,2,3,-0.17910490453788522,0.3854892540953818,2,13,3,4,1,12,2,3,5,3,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,55+,,Senior Level,Junior Employee,0.0,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,Medium Risk
31,0,-0.2763844829531117,5,4,423,3,0.9894861367222936,3,1,4,-0.3573744933421873,-0.5953459351225199,0,12,3,3,1,6,4,3,5,2,0,3,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,26-35,,Mid Level,Junior Employee,0.0,Travel Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married,Medium Risk
31,0,-1.7266592877878024,2,3,424,1,-0.19147025379064658,2,2,1,-0.01974591573785358,0.493143610728268,3,12,3,4,0,9,1,3,2,2,1,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,26-35,,Mid Level,New Employee,0.0,Travel Rarely,Human Resources,Human Resources,Male,Human Resources,Married,Low Risk
45,0,1.1069545616584395,7,3,425,1,1.5307578157073911,3,3,1,-0.2747202978179042,0.8425283765107159,1,18,3,1,1,24,2,3,24,9,9,11,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,36-45,,Executive Level,Veteran Employee,0.0,Travel Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,Low Risk
31,0,-1.5134564959659504,2,4,426,3,-1.6676657419318217,3,1,4,-0.8091041069273436,-0.9228063149588447,0,18,3,2,1,3,2,1,2,2,2,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,26-35,,Entry Level,New Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,Medium Risk
33,0,-0.6185005907602695,5,4,428,4,0.3990079414658235,3,3,2,1.1420873519402437,1.272021475557844,6,11,3,2,2,12,2,3,10,6,8,8,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,26-35,Low Salary,Senior Level,Experienced Employee,0.0,Travel Frequently,Research & Development,Life Sciences,Female,Manager,Married,Low Risk
39,0,-1.6993891632524494,10,1,429,3,1.6291708482501361,3,4,1,2.2448515544364627,-1.258980232799398,1,14,3,4,0,21,3,3,21,9,11,10,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,36-45,Low Salary,Executive Level,Veteran Employee,0.0,Travel Rarely,Research & Development,Medical,Male,Manager,Married,High Risk
43,0,-1.5308102115793571,10,4,430,3,-1.6184592256604493,3,1,4,-0.8600989833433538,-0.5113024556623815,0,19,3,1,0,9,5,3,8,7,1,7,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,36-45,,Mid Level,Experienced Employee,0.0,Travel Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Single,Low Risk
49,0,0.7152564092415487,1,2,431,3,1.1863122018077836,2,4,3,1.585317819456065,0.49145711950164317,7,12,3,4,0,25,2,3,7,1,0,7,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,46-55,Low Salary,Executive Level,Experienced Employee,0.0,Travel Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Single,Medium Risk
52,1,-0.19705321157753888,8,4,433,3,0.9402796204509211,2,2,2,-0.3318770551341822,0.4826030405618627,2,15,3,1,0,11,3,2,8,2,7,7,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,46-55,,Senior Level,Experienced Employee,0.07,Travel Rarely,Research & Development,Medical,Male,Research Scientist,Married,Medium Risk
27,0,1.0350605969743265,5,3,434,3,0.9402796204509211,3,1,2,-0.8552119743534861,0.9310691659085204,1,12,3,2,0,4,2,2,4,3,1,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,26-35,,Entry Level,Junior Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,High Risk
32,0,-0.5317320126932368,8,2,436,3,-0.043850704976529056,2,2,2,-0.27089568208670345,1.449103054353453,1,11,3,4,0,13,2,3,13,12,11,9,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,26-35,,Senior Level,Loyal Employee,0.0,Travel Rarely,Sales,Technical Degree,Female,Sales Executive,Married,High Risk
27,0,1.4242796471607309,2,3,437,4,0.3990079414658235,3,2,3,-0.4302546708867351,-1.2748613585167818,1,11,3,1,0,5,3,3,5,4,0,4,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,26-35,,Entry Level,Junior Employee,0.0,Travel Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Medium Risk
31,0,-0.2763844829531117,7,3,438,4,0.349801425194451,3,2,4,0.22184231128299436,-1.0076930400322954,4,12,3,4,3,13,3,3,7,7,1,7,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,26-35,Low Salary,Senior Level,Experienced Employee,0.0,Travel Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Low Risk
32,0,0.5342819464160231,2,4,439,1,0.3990079414658235,4,2,4,-0.3076544888365774,-0.5278862860575259,7,16,3,3,0,10,0,2,7,7,0,7,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,26-35,,Mid Level,Experienced Employee,0.0,Travel Rarely,Research & Development,Medical,Female,Research Scientist,Single,Medium Risk
28,1,0.8788771564536676,2,4,440,1,0.8910731041795485,1,1,4,-0.6457080237443779,1.4649841800708372,5,13,3,4,0,5,4,2,3,2,2,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,26-35,,Entry Level,Junior Employee,0.07,Travel Rarely,Research & Development,Medical,Male,Research Scientist,Married,Medium Risk
30,0,1.1714112196510924,28,2,441,4,-0.09305722124790157,3,2,4,-0.15466985958854704,-0.3343614178023245,1,13,3,4,2,11,2,3,10,8,1,9,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,26-35,,Senior Level,Experienced Employee,0.0,Travel Rarely,Research & Development,Medical,Female,Research Scientist,Married,Low Risk
31,0,-0.011120544291040072,7,2,442,3,-0.8803614815898617,2,3,3,0.5184625091027866,-0.03922545314297595,1,24,4,1,1,10,2,3,10,9,8,9,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,26-35,Low Salary,Mid Level,Experienced Employee,0.0,Travel Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Married,Low Risk
39,0,-0.3234874253323581,7,2,444,3,-0.5851223839616266,2,5,4,2.7131545028568222,0.9595989758255908,1,15,3,1,1,21,2,3,21,9,13,3,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,36-45,Low Salary,Executive Level,Veteran Employee,0.0,Travel Frequently,Research & Development,Medical,Male,Manager,Married,Low Risk
39,1,0.8912726676061008,3,2,445,4,-1.2248070954894692,3,2,3,-0.26877089556936967,0.4869598095639769,4,18,3,1,0,12,3,2,1,0,0,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,36-45,,Senior Level,New Employee,0.07,Travel Rarely,Sales,Medical,Female,Sales Executive,Married,Medium Risk
33,0,-0.7300601911321688,10,3,446,2,-0.9787745141326066,2,2,4,-0.3869090259331265,-1.4048617239024472,3,14,3,3,0,9,6,2,7,7,0,1,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,26-35,,Mid Level,Experienced Employee,0.0,Travel Frequently,Sales,Marketing,Male,Sales Executive,Single,Medium Risk
47,0,1.6845853813618292,5,5,447,4,-1.1756005792180968,3,5,3,2.5066252533719813,0.2897808769844217,4,11,3,2,1,21,2,3,3,2,1,1,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,46-55,Low Salary,Executive Level,Junior Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Male,Research Director,Married,Low Risk
43,0,-0.6036259773773496,10,4,448,3,0.7926600716368035,2,2,3,-0.2647338011864355,-1.1364285369979923,1,11,3,2,1,9,3,4,9,7,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,36-45,,Mid Level,Experienced Employee,0.0,Travel Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,Low Risk
27,0,-1.4688326558171907,1,1,449,3,0.349801425194451,3,2,2,-0.032707113493589485,1.095361519568891,0,13,3,4,1,6,0,3,5,4,1,4,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,26-35,,Mid Level,Junior Employee,0.0,Non-Travel,Sales,Marketing,Male,Sales Executive,Married,High Risk
54,0,0.3111627456722245,20,4,450,4,-1.7168722582031943,3,2,3,-0.3471755180589852,0.3614567541159777,3,12,3,4,0,20,4,2,4,3,0,3,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,46-55,,Senior Level,Junior Employee,0.0,Travel Frequently,Research & Development,Life Sciences,Female,Research Scientist,Single,Medium Risk
43,0,0.49213720849775006,7,3,451,3,-1.1263940629467242,3,3,1,0.7398652642089639,-0.7098867975974575,8,16,3,1,1,10,1,2,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,36-45,Low Salary,Mid Level,New Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,Medium Risk
45,0,-0.6284169996822161,8,4,452,4,0.448214457737196,3,2,4,-0.5962004978905013,-0.7076381426286243,9,14,3,1,2,12,3,3,10,9,9,8,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,36-45,,Senior Level,Experienced Employee,0.0,Travel Rarely,Research & Development,Other,Male,Research Scientist,Married,Low Risk
40,0,0.7970667828476081,1,2,453,2,-0.4375028351475091,1,2,4,0.20271923262699057,-0.14617710509810178,2,22,4,3,3,6,2,2,4,3,0,2,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,36-45,Low Salary,Mid Level,Junior Employee,0.0,Travel Rarely,Sales,Medical,Male,Sales Executive,Married,Medium Risk
29,1,-1.2010896149246324,8,4,454,2,0.5466274902799411,1,1,1,-0.9314918103257679,-1.342742630388432,1,11,3,4,0,7,4,2,7,7,0,7,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,26-35,,Mid Level,Experienced Employee,0.07,Travel Rarely,Research & Development,Other,Male,Laboratory Technician,Married,High Risk
29,0,-0.15986667812023914,9,5,455,2,-1.7660787744745667,2,1,4,-0.5354316034947559,-0.9405144728384056,0,17,3,3,0,4,2,3,3,2,2,2,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,26-35,,Entry Level,Junior Employee,0.0,Travel Rarely,Research & Development,Other,Male,Laboratory Technician,Single,Low Risk
30,0,-0.5763558528419964,5,3,456,4,-1.7660787744745667,2,2,3,-0.08178968204399924,-1.2482991216974406,1,13,3,3,3,10,2,3,10,9,1,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,26-35,,Mid Level,Experienced Employee,0.0,Travel Rarely,Sales,Marketing,Female,Sales Executive,Divorced,Low Risk
27,0,0.811941396230528,8,4,458,2,-0.4867093514188816,3,2,2,-0.061391731477595184,-1.5316296477704152,1,18,3,1,1,8,3,3,8,7,0,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,26-35,,Mid Level,Experienced Employee,0.0,Travel Rarely,Sales,Marketing,Female,Sales Executive,Married,Low Risk
37,0,0.9656457345207003,5,2,460,4,-0.2406767700620191,3,2,4,-0.03313207079705624,1.2457403206096067,7,16,3,3,2,8,2,2,6,2,0,4,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,36-45,,Mid Level,Experienced Employee,0.0,Travel Rarely,Research & Development,Medical,Male,Manufacturing Director,Divorced,Medium Risk
38,0,-1.1391120591624662,15,2,461,3,1.2847252343505287,2,3,4,1.0638952081023616,0.19238600864683664,0,14,3,2,1,12,3,3,11,10,2,9,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,36-45,Low Salary,Senior Level,Loyal Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Male,Research Director,Divorced,Medium Risk
31,0,1.0648098237401664,7,4,462,3,-1.3232201280322142,3,3,4,0.13600093598271068,1.6021521331696582,1,14,3,3,0,11,2,2,11,9,4,10,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,26-35,Low Salary,Senior Level,Loyal Employee,0.0,Travel Rarely,Research & Development,Medical,Female,Manufacturing Director,Single,Medium Risk
29,0,-1.6324534030293096,10,1,463,4,-1.3232201280322142,2,2,2,0.3750394191827581,-0.3439182014198653,1,14,3,1,2,7,2,3,7,7,1,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,26-35,Low Salary,Mid Level,Experienced Employee,0.0,Travel Rarely,Sales,Marketing,Female,Sales Executive,Divorced,High Risk
35,0,1.223472366491312,5,4,464,3,-0.19147025379064658,3,3,2,0.33828061243288415,0.5552627042422833,0,13,3,4,0,17,5,3,16,6,0,13,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,26-35,Low Salary,Senior Level,Loyal Employee,0.0,Travel Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Single,Low Risk
23,0,1.2557006954876386,26,1,465,3,0.841866587908176,3,1,4,-0.7646960687150681,0.25000779222318564,1,12,3,3,2,4,2,2,4,2,0,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,18-25,,Entry Level,Junior Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,Medium Risk
41,0,-0.7920377468943351,6,3,466,4,1.432344783164646,2,2,2,-0.10006284609306952,-0.5907080842493015,6,15,3,4,0,8,3,3,5,4,1,2,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,36-45,,Mid Level,Junior Employee,0.0,Travel Rarely,Research & Development,Medical,Male,Manufacturing Director,Single,High Risk
47,0,1.2557006954876386,4,1,467,2,1.6291708482501361,3,2,3,-0.749397605790265,1.6074926887206369,3,19,3,1,0,5,3,3,0,0,0,0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,46-55,,Entry Level,,0.0,Travel Frequently,Sales,Medical,Male,Sales Representative,Single,Low Risk
42,0,0.01862868247479974,23,5,468,1,-1.0771875466753518,3,4,4,2.0162245251713506,0.22316447353274013,2,14,3,2,0,16,2,3,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,36-45,Low Salary,Senior Level,New Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Female,Research Director,Single,Low Risk
29,0,-0.14003386027634593,2,3,469,4,-0.2406767700620191,3,2,3,-0.39392082144032786,0.3675000143447168,1,14,3,1,1,4,3,2,4,3,0,2,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,26-35,,Entry Level,Junior Employee,0.0,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Married,Medium Risk
42,0,-0.6408125108346494,2,1,470,3,-0.6835354165043717,3,1,3,-0.8088916282756102,1.3637947064733462,0,11,3,3,1,4,5,3,3,2,1,0,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,36-45,,Entry Level,Junior Employee,0.0,Travel Rarely,Human Resources,Technical Degree,Male,Human Resources,Divorced,Medium Risk
32,0,0.6433624445574357,2,3,471,3,0.448214457737196,3,1,2,-0.8781596687406906,-1.4555970016367448,1,13,3,3,1,8,4,3,8,0,0,7,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,26-35,,Mid Level,Experienced Employee,0.0,Travel Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,Low Risk
48,0,-0.6755199420614625,29,1,473,1,1.235518718079156,3,3,3,1.2750989879253367,1.3583136099868154,3,21,4,2,1,15,3,1,0,0,0,0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,46-55,Low Salary,Senior Level,,0.0,Travel Rarely,Sales,Medical,Female,Manager,Married,Medium Risk
37,0,1.280491717792505,6,3,474,3,-0.7327419327757442,4,2,1,-0.1123866078936053,0.37775950264001795,4,13,3,1,2,13,2,3,7,7,6,7,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,36-45,,Senior Level,Experienced Employee,0.0,Travel Rarely,Research & Development,Medical,Male,Research Scientist,Divorced,High Risk
30,0,-0.40033959447744427,25,2,475,4,0.9402796204509211,3,2,3,-0.3754351787395242,-1.1586340048152193,7,12,3,2,1,4,2,4,2,2,2,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,26-35,,Entry Level,New Employee,0.0,Non-Travel,Sales,Technical Degree,Female,Sales Executive,Married,Medium Risk
26,0,0.3235582568246578,1,3,476,3,-0.4375028351475091,3,2,3,-0.2564471337688339,0.8211661543068011,1,17,3,2,1,8,3,3,8,7,7,7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,26-35,,Mid Level,Experienced Employee,0.0,Travel Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Low Risk
42,0,1.3127200467888316,2,4,477,1,1.5799643319787637,2,2,4,0.05908366405522873,0.3885811546775274,3,23,4,2,0,14,6,3,1,0,0,0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,36-45,Low Salary,Senior Level,New Employee,0.0,Travel Rarely,Research & Development,Other,Male,Healthcare Representative,Single,Low Risk
21,1,-0.11524283797147941,1,1,478,1,1.6291708482501361,2,1,2,-0.9198054844804322,-0.7256273823792895,1,11,3,3,0,3,3,3,3,2,1,2,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,18-25,,Entry Level,Junior Employee,0.07,Travel Frequently,Sales,Technical Degree,Female,Sales Representative,Single,High Risk
36,0,0.10539726054183252,1,5,479,4,-1.0279810304039791,3,2,4,0.03188639663335667,0.1353263888126959,4,15,3,2,0,7,6,3,1,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,36-45,Low Salary,Mid Level,New Employee,0.0,Non-Travel,Sales,Medical,Female,Sales Executive,Single,Low Risk
36,0,-0.6482498175261093,3,4,481,1,-0.8803614815898617,2,3,4,0.6790963698132185,-0.9932173236704321,4,11,3,1,1,16,2,3,13,9,1,12,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,36-45,Low Salary,Senior Level,Loyal Employee,0.0,Travel Frequently,Sales,Medical,Male,Sales Executive,Married,Low Risk
57,0,-0.5193365015408035,1,4,482,4,1.0878991692650386,3,2,3,0.05355921911016097,-1.5945919868977427,2,11,3,3,0,15,2,3,3,2,1,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,55+,Low Salary,Senior Level,Junior Employee,0.0,Travel Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,Low Risk
40,0,0.9135845876804807,10,4,483,4,-0.9787745141326066,4,1,3,-0.9115188170628306,1.1498914025630946,3,13,3,3,1,10,3,3,7,7,1,7,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,36-45,,Mid Level,Experienced Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,Medium Risk
21,0,0.22935237206616507,9,2,484,1,-1.3232201280322142,3,1,4,-0.8271647923246805,-1.610894735421783,1,24,4,3,0,3,3,2,3,2,2,2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,18-25,,Entry Level,Junior Employee,0.0,Non-Travel,Sales,Medical,Male,Sales Representative,Single,Medium Risk
33,1,-1.1217583435490597,5,3,485,4,-1.5692527093890767,3,1,3,-0.775957437256937,-0.7256273823792895,1,13,3,2,0,1,2,3,1,0,0,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,26-35,,Entry Level,New Employee,0.07,Travel Rarely,Sales,Marketing,Female,Sales Representative,Single,Medium Risk
37,0,0.293809030058818,10,3,486,3,1.5799643319787637,3,1,1,-0.6482577675651784,0.47079760197548876,6,20,4,2,1,17,3,3,5,4,0,3,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,36-45,,Senior Level,Junior Employee,0.0,Travel Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,Low Risk
46,0,0.8466488274573412,7,4,487,3,-1.7660787744745667,3,2,3,-0.2645213225347022,0.24326182731668625,2,14,3,3,0,7,2,4,1,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,46-55,,Mid Level,New Employee,0.0,Non-Travel,Research & Development,Medical,Female,Manufacturing Director,Married,Low Risk
41,1,-1.6349325052597965,4,3,488,1,-0.4867093514188816,3,2,2,0.6060037136169373,-0.6682866806740446,1,18,3,3,0,8,5,3,8,7,7,7,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,36-45,Low Salary,Mid Level,Experienced Employee,0.07,Travel Frequently,Sales,Marketing,Male,Sales Executive,Single,Low Risk
50,0,0.6036968088696494,10,3,491,4,1.6783773645215088,2,3,4,0.8484418552447187,-1.6243866652347818,6,15,3,4,0,20,2,3,4,3,1,3,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,46-55,Low Salary,Senior Level,Junior Employee,0.0,Travel Rarely,Research & Development,Technical Degree,Male,Healthcare Representative,Single,Low Risk
40,1,-0.5639603416895632,22,2,492,3,0.10376884383758846,2,2,3,-0.026120275289854847,-1.1528718264575846,2,12,3,1,2,8,6,3,6,4,1,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,36-45,,Mid Level,Experienced Employee,0.07,Travel Rarely,Sales,Marketing,Male,Sales Executive,Married,Medium Risk
31,0,-0.977970414180834,9,4,493,3,-1.1756005792180968,2,1,2,-0.8171782956932119,-0.9503523383270506,0,16,3,4,0,3,5,3,2,2,2,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,26-35,,Entry Level,New Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,High Risk
21,1,-1.60270417626347,12,3,494,3,1.1863122018077836,4,1,2,-0.8046420552409427,1.5612547209240055,1,15,3,4,0,1,0,3,1,0,0,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,18-25,,Entry Level,New Employee,0.07,Travel Rarely,Sales,Life Sciences,Female,Sales Representative,Single,Low Risk
29,0,1.1912440374949855,23,3,495,4,-0.5851223839616266,3,1,4,-0.9140685608836311,0.5417707744292845,9,16,3,4,0,6,4,3,3,2,1,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,26-35,,Mid Level,Junior Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,Low Risk
35,0,-0.11772194020196607,9,4,496,3,1.5307578157073911,2,2,2,0.007876308987485236,0.7140739614161232,9,19,3,3,0,10,5,3,1,1,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,26-35,Low Salary,Mid Level,New Employee,0.0,Travel Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,Low Risk
27,0,1.6523570523655027,1,2,497,4,0.7926600716368035,3,1,2,-0.5709155383342297,0.5014355259258402,1,11,3,2,1,5,2,3,5,2,0,4,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,26-35,,Entry Level,Junior Employee,0.0,Travel Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,Low Risk
